NIDID,State,Latitude,Longitude,Year_Completed,Reservoir_Age,Hydraulic_Height,NID_Height,Maximum_Discharge,Maximum_Storage,Normal_Storage,NID_Storage,Surface_Area_km2,Size_Class,Drainage_Area_km2,Reservoir_Perimeter_km,Shoreline_Development_Index,Mean_Depth,Index_of_Basin_Permanence,Development_of_Volume,Maximum_Depth_in_ft_as_Hydraulic,Mean_Depth_Max_Depth_Ratio_Depth,Mean_Q,Catchment_Area_Surface_Area_Rati,Relative_Depth_as_percent_of_the,Surface_Area_Lake_Volume_Ratio,Lake_Volume_m3,AreaSqKm,Elevation,MEANV,STRAHLER,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLANDS,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,TNATMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,TNDFRAC,TPDFRAC,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,CONN_TR,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,WS_MINE,WS_URBN,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,THERMAL,CONTAMN,POLL_PS,POLLNPS,total_impairment,WSA9,WSA9_NAME,Poll_clus
TX00003,TX,32.65,-97.45,1951,64,124,134,172000,410000,88250,410000,15.2566622,Medium,1111.10571,61.26905734,4.424929181,108.753066,0.562852206,2.631122564,124,0.877040855,12.842,72.82758621,0.752094387,0.140156326,108.85461,14.918,694,0.4,1,9,100,0,0,0.2,0,0,0,0,0.2,3.1,1.6,0.6,0.9,62.6,19.4,3.8,0,7.5,1483,747,9,5,0.13,0.06,3325,20,0.28,21429,4775,131,29,1.91,0.43,11,6,21,13,32,2,2,11,13,0,0,13,45,10,20,0.19859,0.01197,18.39033318,12.6746664,36.22575378,809.7556152,35.42399979,0.436000019,34.98799896,22.46066666,9.302000046,28.17200089,8.157999992,828,117,44,31.72820473,288,144,192,145,SPL 3,1,2,0,2,2,2,1,1,1,0,0,1,0,2,1,1,0,0,0,1,18,SPL,Southern Plains,2
TX00004,TX,29.86667,-98.2,1964,51,219,224,502800,1208350,378900,1208350,33.62131288,Medium,3690.73575,144.725182,7.040956503,145.4438163,0.309661624,1.992381046,219,0.664127015,329.673,109.7737121,0.677561203,0.071937932,467.365572,33.448,277.1,1.28,2,4,87,12,0,0.3,0,0.1,0.8,0.2,0.6,3.5,45.6,0,22.1,21.9,1.8,2.6,0,0.5,19319,12848,5,4,0.07,0.05,34654,10,0.12,317989,61187,88,17,1.08,0.21,25,16,14,8,25,20,28,1,0,8,15,5,28,1,5,0.45397,0.09049,19.37599945,12.01533318,38.83430481,693.7263794,34.23199844,3.292000055,30.93999863,22.90999985,12.04266644,27.53466606,10.45600033,870,121,49,33.61047363,298,154,222,157,SPL 2,0,0,0,1,1,1,0,1,1,0,0,2,4,0,0,0,0,5,0,2,18,SPL,Southern Plains,7
TX00005,TX,32.96667,-97.05,1952,63,130,137,191310,788000,181000,788000,29.8658268,Medium,1781.91312,117.6655167,6.073748799,106.7748226,0.527033861,2.464034368,130,0.821344789,154.275,59.66395664,0.527766951,0.13377158,223.25988,26.753,,0.72,3,9,89,10,1,1.1,0.1,0.1,0.3,0,0.4,10.9,3,1.4,3.8,30.8,38.3,10,0,0,7230,4069,5,3,0.08,0.04,16864,11,0.18,313287,57445,199,36,2.3,0.44,11,7,42,25,23,4,4,0,0,1,1,4,17,15,45,0.26052,0.01286,18.27833366,12.15866661,35.16098022,818.7417603,35.16400146,0.583999991,34.58000183,22.32933426,7.953333378,28.18666649,7.953333378,895,128,48,31.96510506,306,156,199,156,SPL 5,4,3,1,4,5,4,4,4,3,1,1,3,1,5,1,2,0,1,0,3,50,SPL,Southern Plains,8
TX00006,TX,31.85,-99.56667,1948,67,86,91,60800,49290,8640,49290,2.0638986,Small,124.31952,17.97933984,3.530404389,96.64683695,1.687049739,3.371401289,86,1.12380043,14.4623,60.23529412,1.817205614,0.193661148,10.6572672,1.929,579.1,0.42,1,5,94,5,1,0.8,0.1,0,0.7,0.5,0.9,1.4,3.2,0,40,37.3,3,11,0,1.1,3971,1023,11,3,0.22,0.06,5440,15,0.3,19009,1102,52,3,1.48,0.09,32,17,16,9,23,2,2,1,0,14,24,8,35,4,13,0.04613,0,17.58016586,14.31233406,40.6461792,772.1384888,34.4280014,-0.783999979,35.2120018,21.74266624,7.725333214,26.75066566,7.725333214,678,92,30,41.41175842,231,96,197,96,SPL 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPL,Southern Plains,1
TX00007,TX,33.03333,-96.48333,1952,63,76,81,357700,1020500,456500,1020500,86.602804,Medium,1994.2923,100.6216964,3.050145447,47.68680641,0.178697609,1.882373937,76,0.627457979,406.709,23.02803738,0.138418094,0.153800965,563.08362,43.55,472,1.12,3,5,68,31,1,5.7,0.9,0.1,1.9,0.3,0.5,11.3,4.2,1.7,0.2,7.5,45.1,20.4,0,0.1,131753,17835,68,9,0.35,0.05,167913,86,0.45,419140,9939,216,5,1.18,0.03,20,19,44,32,23,4,6,0,0,0,0,1,5,9,37,0.22913,0,17.92833328,12.29866695,35.44284439,817.9918213,34.77999878,0.079999998,34.69999695,21.98399925,7.553333282,27.75666618,7.553333282,990,142,50,31.64240646,335,185,206,185,SPL 2,0,3,0,3,3,3,0,0,0,0,0,0,3,2,2,2,1,0,0,0,22,SPL,Southern Plains,2
TX00008,TX,33.06667,-97.01667,1955,60,118,135,216800,1804300,618400,1804300,94.2109008,Medium,4299.3834,406.5757473,11.81641627,77.50411761,0.533015546,1.970443668,118,0.656814556,21.9404,45.63573883,0.215692379,0.123509272,762.784032,106.835,,0.5,1,9,88,12,0,0.9,0.5,0.2,1.1,0.1,0.1,3.6,4,1.7,0.2,7.4,62.1,18.1,0,0,2897,1087,23,9,0.16,0.06,5581,45,0.31,37209,5885,300,47,1.92,0.32,14,10,45,26,20,2,2,0,0,0,0,1,4,18,57,0.25255,0.01403,18.44733238,12.29933357,35.3144989,823.4334106,35.39199829,0.56400001,34.82799911,22.58333397,8.041333199,28.39066696,8.041333199,935,136,48,33.03666306,323,160,210,160,SPL 3,1,2,0,2,2,2,2,1,1,0,0,1,1,1,1,1,0,1,0,1,20,SPL,Southern Plains,2
TX00009,TX,31.95,-96.7,1963,52,77,87,217797,323879,63300,323879,20.5175802,Medium,828.7968,39.97501721,2.489547866,63.88131291,0.511979813,2.488882321,77,0.82962744,92.288,40.39447732,0.380952972,0.262778795,78.079284,19.313,129.2,0.67,2,5,96,3,1,4.6,0.1,0,0.3,0.1,0.4,9.9,1.6,0,0.2,5.1,51.2,26.4,0,0.2,49262,7236,50,7,0.33,0.05,63605,64,0.42,143803,13011,145,13,1.78,0.17,6,3,54,27,19,3,6,0,0,0,0,1,3,18,62,0.26724,0.01247,18.55666733,12.93800068,37.72891617,780.7045288,35.27600098,0.983999968,34.29199982,22.43733406,27.94133377,27.94133377,8.666000366,930,133,45,31.17767715,304,181,181,183,SPL 5,4,4,1,5,4,4,4,5,3,0,0,2,1,5,1,2,1,3,1,4,54,SPL,Southern Plains,8
TX00010,TX,31.96667,-98.5,1964,51,81,86,363000,585800,59400,585800,18.6560246,Medium,3276.33735,73.06850878,4.772166442,127.0712918,0.997267548,4.706344141,81,1.56878138,44.4852,175.6182213,0.794691367,0.254624711,73.268712,18.979,354.2,0.44,2,9,75,24,1,1.3,0.1,0,0.6,0.1,0.9,8.4,2.1,0,28.3,39.9,4.5,13.1,0,0.6,3070,2557,2,2,0.04,0.03,7239,4,0.09,144942,35787,90,22,3.77,0.95,8,4,46,34,18,3,3,1,0,6,9,5,20,13,30,0.09041,0,18.00200081,13.79199982,39.08410645,785.3916016,34.90800095,-0.379999995,35.28800201,22.10599899,7.984666824,27.3793335,7.984666824,753,106,38,33.5842514,264,126,188,126,SPL 5,3,3,0,4,2,3,3,3,3,0,0,2,3,5,2,2,0,3,0,3,44,SPL,Southern Plains,8
TX00011,TX,31.06667,-94.1,1965,50,113,130,227700,6520000,2898200,6520000,463.36547,Large,8932.87551,1144.887756,15.00361697,56.94310072,0.320259814,1.511763736,113,0.503921245,968.814,19.27825328,0.071456194,0.129617369,3574.871736,452.27,,1.61,3,9,82,17,1,1.1,8.3,0.1,1,0.3,1.1,24.1,7.2,20.8,0,0,32.4,2,0,1.6,83689,40058,19,9,0.08,0.04,141399,32,0.14,1258882,240832,283,54,1.48,0.3,21,12,18,14,21,12,12,1,2,0,0,0,0,26,60,0.47471,0.05448,18.83683395,12.39766598,40.11151123,699.8303223,33.91200256,3.003999949,30.90800285,22.46466637,23.99933434,27.14733315,9.945333481,1292,137,80,16.59382629,360,271,299,351,CPL 1,1,1,0,1,1,0,0,1,2,2,0,1,0,1,0,1,0,3,0,1,16,CPL,Coastal Plains,1
TX00012,TX,31.46667,-100.4833,1952,63,122,130,356200,766000,115700,766000,21.853044,Medium,3913.47489,57.89142215,3.493438801,141.8515262,0.405647447,3.488152284,122,1.162717428,43.0124,179.0814815,0.819669256,0.15312513,142.713636,17.267,581.6,0.44,2,5,98,2,0,0.2,0,0,0.2,0,0.2,0.2,0.3,0,79.2,15.3,0.4,3.4,0,0.5,6538,2233,2,1,0.07,0.03,9497,2,0.11,24365,1363,6,0,0.65,0.04,17,5,5,3,28,0,1,2,0,40,63,6,23,2,5,0.04392,0,18.20283318,15.20566654,42.01388931,785.0140991,35.36000061,-0.832000017,36.19200134,23.59866714,9.118000031,27.52599907,8.177999496,548,88,20,49.80667496,205,71,150,71,SPL 1,1,3,2,1,1,1,2,1,1,0,0,1,2,1,1,1,0,1,0,1,21,SPL,Southern Plains,1
TX00013,TX,30.33333,-96.53333,1967,48,75,80,348081,1042000,226000,1042000,26.0213098,Medium,2621.06988,101.8601606,5.632934109,162.0525051,0.365396014,6.482100205,75,2.160700068,413.948,100.7278383,0.858127412,0.093344472,278.76648,44.262,,1.13,3,9,83,16,1,3.5,0.5,0,0.3,0.1,0.3,32.1,7,0,10.8,9.6,32.8,2.3,0,0.8,27876,15703,10,6,0.1,0.06,57528,21,0.21,396348,30482,148,11,1.08,0.09,9,4,47,21,16,7,10,1,0,2,3,1,3,17,58,0.86436,0.9013,19.73866653,11.31199932,36.88534927,702.619751,34.69200134,4.024000168,30.66800117,23.17533302,28.07466698,28.07466698,10.72533321,1021,126,50,26.57538414,313,216,216,223,CPL 3,1,1,2,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,26,CPL,Coastal Plains,1
TX00014,TX,31.03333,-97.53333,1968,47,195,200,781483,1013800,235700,1013800,26.0213098,Medium,3416.19681,101.3082325,5.602412122,157.6668231,0.34846009,2.425643433,195,0.808547811,339.725,131.2846034,0.834903619,0.089502972,290.731236,25.728,189.6,1.29,2,5,99,0,0,1.5,0,0.1,0.5,0.1,0.4,7.4,14.2,0,34.3,33.5,3.6,3.5,0,0.9,23008,10912,7,3,0.09,0.04,40413,11,0.15,289067,24791,82,7,0.95,0.09,21,11,26,16,25,8,11,1,0,10,16,6,27,4,20,0.73458,0.80228,19.00600052,12.23799992,37.30187607,747.5012207,34.86800003,2.059999943,32.80799866,22.78000069,10.61866665,27.89599991,9.47266674,836,112,41,30.07523155,277,166,179,167,SPL 1,1,1,0,1,1,1,3,1,1,0,1,1,3,1,1,1,0,1,1,1,21,SPL,Southern Plains,1
TX00015,TX,30.78333,-94.16667,1951,64,43,45,80000,218200,67000,218200,59.488842,Medium,19613.99427,340.6984929,12.46084076,14.84350334,4.122524997,1.035593256,43,0.345197752,1966.88,329.7088435,0.051985145,0.719827775,82.64316,38.628,83,2.11,3,9,86,13,1,5.3,6.7,0.1,0.7,0.2,0.8,21.6,15.2,22.8,0,0,22.4,1.4,0,2.7,243056,103298,26,11,0.11,0.05,404717,44,0.18,1406714,56842,151,6,0.82,0.04,14,8,13,9,26,17,25,3,7,0,0,0,0,25,52,0.91159,0.61499,18.94216728,12.39766693,40.52584457,690.7324219,33.67200089,3.079999924,30.59200096,22.60533333,23.98533249,27.12466621,10.16666698,1330,147,77,19.2456646,389,271,316,351,CPL 3,5,3,1,5,2,5,0,1,1,1,0,1,1,3,1,1,0,2,0,1,34,CPL,Coastal Plains,8
TX00016,TX,31.6,-97.21667,1965,50,135,145,683000,969000,152500,969000,29.4206722,Medium,4325.2833,50.43561238,2.623045922,133.2871768,0.268123786,2.961937263,135,0.987312421,285.035,147.0151307,0.663777729,0.156405001,188.1057,12.343,139,0.95,3,5,87,13,0,1.7,0.1,0.1,0.3,0.2,0.7,9.6,10.6,0,28.3,34.2,6.2,7.4,0,0.8,15817,6534,5,2,0.09,0.04,27653,9,0.15,435582,90377,135,28,1.73,0.37,12,8,36,20,23,6,8,1,0,7,13,5,26,9,25,0.70069,0.42463,18.95616722,12.34566593,36.65142441,779.3739624,35.34799957,1.664000034,33.68399811,22.85133362,9.053999901,28.29333305,9.053999901,853,115,48,28.33504295,278,165,187,165,SPL 5,1,4,1,4,3,4,1,2,5,0,1,1,1,3,3,2,0,2,2,5,45,SPL,Southern Plains,8
TX00017,TX,31.85,-97.36667,1951,64,148,166,632000,2100400,627100,2100400,95.3440216,Medium,45728.86344,210.2384955,6.07379875,89.1508989,0.271796167,1.807112816,148,0.602370939,1604.63,479.6196944,0.246626419,0.123260678,773.515308,58.19,159.1,1.37,5,9,88,12,1,1.2,0.1,0.1,0.5,0.1,0.3,2.5,2.9,0.1,14.2,30.8,9.1,37.6,0,0.5,45072,27403,1,0,0.02,0.01,100512,2,0.05,1085836,47998,17,1,0.78,0.04,16,8,32,23,25,6,8,1,0,4,6,7,26,8,29,0.75392,0.81735,18.68983269,13.16433334,37.95068359,789.2320557,35.61600113,0.927999973,34.68799973,22.68200111,8.70933342,28.16933441,8.70933342,859,118,47,30.26132011,292,156,201,156,SPL 2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,SPL,Southern Plains,1
TX00020,TX,32.765,-94.49667,1958,57,90,97,79664,1998740,254900,1998740,75.676282,Medium,2201.4915,284.7250166,9.232952996,106.8842466,0.905573446,3.56280822,90,1.18760274,375.875,29.09090909,0.331890186,0.240689885,314.414052,73.462,,1.35,2,9,74,25,1,7.5,4.9,0.1,0.6,0.1,0.7,29.8,5.5,11.6,0,0.1,36,1.6,0,1.6,75728,29544,34,13,0.12,0.05,128908,57,0.2,326123,9948,145,4,1.02,0.03,12,6,20,8,22,9,9,1,0,0,0,0,0,36,77,0.30141,0.01732,17.75533295,12.39800072,37.71598816,765.4761963,33.76800156,0.896000028,32.87200165,17.56400108,26.49933243,27.00066757,8.103333473,1193,118,66,17.18820572,343,227,247,300,CPL 1,0,2,0,0,1,0,0,1,3,2,0,1,1,0,0,0,0,1,2,2,16,CPL,Coastal Plains,1
TX00021,TX,33.305,-94.16,1954,61,101,106,81000,6505000,145300,6505000,82.151258,Medium,8917.33557,439.878613,13.69054159,320.4426141,2.454342233,9.518097449,101,3.17269915,2099.67,108.5477833,0.955000854,0.458370323,179.224644,119.407,68.6,1.69,4,9,78,21,1,2.9,8.5,0.1,0.4,0.1,1.1,21.3,2.2,3.6,0,0,48.9,10.7,0,0.2,473775,113084,52,12,0.17,0.04,685817,75,0.25,2403432,115043,264,13,1.33,0.07,6,4,36,16,27,6,13,0,0,0,0,0,0,25,67,0.91272,0.91289,17.28800011,12.15600014,36.73395157,785.2019043,33.45600128,0.364000022,33.09200287,17.10466576,26.23800087,26.75400162,7.357333183,1173,118,77,15.62924194,339,251,268,271,CPL 1,0,1,1,1,1,0,0,0,1,0,0,1,0,3,1,0,0,1,1,1,13,CPL,Coastal Plains,2
TX00022,TX,31.35667,-100.5333,1962,53,122,134,47300,1087530,186210,1087530,132.1704476,Large,6402.45528,30.22122604,0.741548891,33.29845387,0.131576087,0.818814439,122,0.272938146,20.4501,48.44090631,0.078237955,0.575438942,229.6863108,5.37,591.3,0.36,3,5,99,1,0,0,0,0,0,0,0.2,0.2,0.1,0,72.4,17.5,0.2,9,0,0.3,4703,1924,1,0,0.03,0.01,6751,1,0.05,36888,19533,6,3,2.07,1.11,4,1,9,6,30,1,1,1,0,48,68,5,19,2,5,0.01214,0,18.13816643,15.04100037,42.17418289,770.3400269,35.02399826,-0.639999986,35.66399765,23.42133331,9.238666534,27.30066681,8.321333885,530,86,20,49.81065369,199,69,144,69,SPL 1,1,2,1,1,1,1,3,1,0,0,0,1,1,1,1,1,0,1,0,1,18,SPL,Southern Plains,1
TX00024,TX,26.559,-99.167,1953,62,141,175,456000,3177000,2668000,3177000,467.007644,Large,412507.7073,0,0,27.53026609,0,0.585750342,141,0.195250114,,883.2998267,0.034411929,0.14190773,3290.92464,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.11249924,12.61166668,42.96697235,618.7717896,37.08800125,7.736000061,29.35200119,27.54133224,16.54999924,30.06400108,14.83866692,536,105,15,56.706707,209,64,166,72,CPL 1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,SPL,Southern Plains,1
TX00026,TX,34.92333,-102.1,1938,77,40.3,44.3,208000,79100,2400,79100,1.214058,Small,1955.44245,0,0,263.6660614,0,19.6277465,40.3,6.542582168,,1610.666667,6.463907268,0.41010596,2.960352,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.56116676,16.2816658,41.50521851,863.3387451,33.15599823,-6.072000027,39.22799683,24.24933243,2.930666685,24.24933243,2.930666685,458,84,10,67.50575256,219,35,219,35,SPL 5,1,4,1,4,3,4,1,2,5,0,1,1,1,3,3,2,0,2,2,5,45,SPL,Southern Plains,8
TX00097,TX,30.3567,-95.56,1973,42,82,82,247247,706970,416228,706970,84.9233571,Medium,1149.95556,303.935319,9.303845389,33.68922454,0.591994629,1.232532605,82,0.410844202,187.734,13.54110079,0.098750213,0.165410757,513.4089134,80.109,201,0.98,2,9,78,20,1,7.4,4.9,0.4,0.9,0.4,0.9,6.6,21.1,26,0,0,29,1.1,0,1.4,24597,9936,21,8,0.12,0.05,45296,38,0.23,78833,2492,66,2,0.49,0.02,27,14,11,12,29,17,24,2,2,0,0,0,0,14,48,0.33351,0.02865,19.73250008,11.44699955,38.45921326,677.7966919,34.18799973,4.423999786,29.76399994,23.03199959,12.37133312,27.69533348,11.02999973,1159,133,74,19.02392578,334,241,276,265,CPL 3,1,4,1,2,3,2,1,1,1,1,1,5,0,2,2,1,1,1,1,1,32,CPL,Coastal Plains,4
TX00170,TX,32.055,-95.4383,1971,44,75,75,187056,1045000,411840,1045000,103.4377416,Large,2173.00161,316.5508015,8.780086482,40.8841002,0.623135911,1.635364008,75,0.545121336,126.513,21.00782473,0.108586424,0.203619043,507.9964032,94.196,,0.8,2,9,95,5,0,0.9,4.4,0,0.2,0,1.1,25.3,1.1,6.9,0,0,54.9,4.8,0,0.3,18048,7745,26,11,0.13,0.06,32326,46,0.23,186070,39798,265,57,1.68,0.38,9,5,37,27,22,7,7,0,0,0,0,0,0,24,61,0.51726,0.13038,18.66833305,12.38000011,37.96148682,747.1016846,34.62400055,2.012000084,32.61199951,22.28933334,27.24866676,27.57466698,9.197999954,1065,120,53,20.68250465,319,207,210,249,CPL 4,2,2,1,3,4,3,3,2,3,2,0,3,1,2,1,2,0,2,2,3,41,CPL,Coastal Plains,4
TX00182,TX,32.205,-95.7233,1963,52,57,59,14291,47000,32840,47000,9.84196352,Small,54.648789,42.85614263,3.853604091,19.32561353,1.057980878,1.017137554,57,0.339045851,,5.552631579,0.166399884,0.242966552,40.5074832,5.96,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.44400024,12.65933323,38.24571991,751.8494263,34.66400146,1.56400001,33.10000229,22.1673317,27.04733276,27.45133209,8.928666115,1049,125,51,23.34105301,320,199,201,241,CPL 3,2,1,1,3,3,2,4,1,2,2,1,4,4,1,1,1,0,0,0,2,35,CPL,Coastal Plains,4
TX00237,TX,32.18,-96.0683,1966,49,90,91,316821,1085000,637180,1085000,104.611331,Large,2608.11993,431.7288126,11.90738952,41.97282434,0.54930909,1.399094145,90,0.466364715,554.687,24.93152805,0.110850953,0.133101969,785.9487864,132.375,98.1,1.28,3,9,83,16,1,5.9,3,0.1,1.3,0.2,1.9,15.3,0.2,1.3,0,1.1,63.2,6.3,0,0.3,83416,20031,31,7,0.15,0.04,120302,44,0.22,456274,21725,168,8,0.95,0.05,18,9,38,24,19,3,6,0,0,0,0,0,1,20,61,0.6993,0.22571,18.51866722,12.12733364,36.78963089,757.8079224,34.74399948,1.779999971,32.9640007,22.11333275,27.57666588,27.57666588,8.91466713,1013,125,52,24.37647438,310,194,194,230,CPL 4,4,5,1,4,4,4,4,4,4,1,1,4,0,4,1,2,0,3,1,4,55,CPL,Coastal Plains,8
TX00244,TX,32.21,-95.145,1967,48,57,60,31000,85010,43000,85010,14.50394624,Medium,160.57938,0,0,23.71925358,0,1.248381768,57,0.416127256,,11.07142857,0.168235844,0.273454839,53.03964,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36833382,12.34600067,37.9363327,751.642395,34.29600143,1.751999974,32.54400253,22.12666702,26.94333458,27.40133286,8.869999886,1105,121,52,19.88566017,328,212,217,267,CPL 3,2,2,1,3,2,1,4,1,3,3,0,4,2,1,1,1,0,2,1,3,37,CPL,Coastal Plains,4
TX00245,TX,32.2117,-95.1717,1949,66,50,50,32666,85810,42500,85810,14.50394624,Medium,116.54955,0,0,23.94246736,0,1.436548041,50,0.478849347,,8.035714286,0.169819054,0.276671955,52.4229,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.47266579,12.51799965,38.23924637,753.2878418,34.47200012,1.736000061,32.73600006,22.27000046,27.05666733,27.51733398,8.953332901,1098,121,52,20.12247467,327,211,215,263,CPL 3,2,2,1,3,2,1,4,1,3,3,0,4,2,1,1,1,0,2,1,3,37,CPL,Coastal Plains,4
TX00330,TX,32.0333,-94.42,1956,59,46,51,0,92000,44650,92000,15.0543192,Medium,297.84885,57.33395829,4.168465939,24.73112602,1.041018268,1.612899523,46,0.537633174,47.2606,19.78494624,0.172176523,0.273342741,55.074882,14.046,80.8,0.7,1,9,40,54,6,3.6,3.5,0,0,0,0.3,27.8,6.2,26.8,0,0,29.7,1.4,0,0.6,11065,3631,43,14,0.17,0.06,18066,69,0.28,34686,1328,133,5,0.84,0.04,4,2,23,15,27,17,17,1,1,0,0,0,0,27,65,0.33322,0.01851,18.08116722,12.70366669,39.40343475,739.1543579,33.88399887,1.644000053,32.23999786,21.82466698,26.52400017,26.98066711,8.762666702,1206,125,67,15.54653549,336,248,255,312,CPL 1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,7,CPL,Coastal Plains,1
TX00402,TX,33.6517,-96.13,1969,46,53,59,14600,28000,13000,28000,4.4717803,Small,75.10971,32.23590235,4.300257812,25.33930834,2.010316176,1.434300472,53,0.478100157,31.1433,16.79638009,0.323679452,0.278872053,16.03524,3.546,,0.59,1,5,100,0,0,2.2,0.2,0.3,0.6,0,0.6,5.1,6.4,2.7,0.1,0.4,77.1,4.2,0,0.1,4412,361,142,12,0.62,0.05,5618,181,0.79,16073,1856,518,60,0.59,0.07,15,14,48,29,21,2,4,0,0,0,0,0,0,14,52,0.60321,0.24441,17.1609993,12.54466724,35.60993195,829.303833,34.32400131,-0.903999984,35.22800064,21.22866631,6.633333206,27.15266609,6.633333206,1101,150,52,30.38103294,358,199,241,199,CPL 1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,CPL,Coastal Plains,1
TX00491,TX,32.8117,-95.9167,1960,55,85,85,131500,1660000,936200,1660000,145.7476629,Large,1958.03244,312.4325644,7.300462675,46.09180034,0.270554988,1.626769424,85,0.542256475,507.853,13.43440233,0.103129634,0.126212059,1154.783976,151.678,,1.23,3,9,69,31,1,7.2,4.7,0.1,1.1,0.2,1.5,14.1,0.2,1.5,0,0,52.6,16.5,0,0.1,173064,28231,74,12,0.28,0.05,225181,96,0.37,447208,48200,190,20,1.01,0.11,16,5,37,29,25,3,4,0,0,0,0,0,0,18,62,0.62489,0.24672,17.78899956,12.11933327,35.89424896,790.5001831,34.39199829,0.628000021,33.76399994,21.55466652,26.8920002,27.29999924,7.82066679,1076,137,50,26.41342926,347,204,208,233,CPL 1,0,1,0,2,2,1,1,1,1,1,0,1,0,2,1,0,0,1,2,1,18,CPL,Coastal Plains,2
TX00579,TX,33.7733,-97.2133,1966,49,93,93,114858,62700,23210,62700,4.5527175,Small,168.34935,37.65331353,4.978089958,55.73320539,1.315212561,1.797845335,93,0.599281778,8.3199,36.97777778,0.705568645,0.159024285,28.6290708,4.575,217.9,0.35,1,9,100,0,0,0.3,0,0,0,0,0,24.3,1.7,0.6,6.6,54.8,7.6,4.2,0,0,723,255,15,5,0.17,0.06,1582,33,0.37,7706,1302,161,27,1.05,0.18,4,3,25,12,39,11,12,0,0,3,4,12,53,6,16,0.23144,0.01369,17.30216599,12.85499954,35.89178085,836.4957275,34.81999969,-0.995999992,35.81599808,21.39599991,6.707333088,27.40600014,6.707333088,916,123,44,32.39256668,305,154,207,154,SPL 2,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,SPL,Southern Plains,1
TX00583,TX,31.9083,-95.3083,1957,58,75,75,26588,56083,30500,56083,5.3620895,Small,106.18959,38.6440202,4.70771499,42.32669528,1.027188974,1.693067811,75,0.564355937,,19.80377358,0.49375094,0.142528629,37.62114,4.858,422,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45166588,12.27799988,38.12096405,737.7178955,34.13199997,1.924000025,32.20800018,18.24133301,26.90533447,27.23866653,9.092666626,1086,118,56,18.67251015,319,218,219,257,CPL 3,2,1,1,1,2,2,4,1,2,3,0,3,3,1,1,1,0,2,1,2,33,CPL,Coastal Plains,1
